Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
1999-03-10,43.128665924072266,43.207849521240085,42.46880261434044,43.18145498885081,5232000
1999-03-11,43.339805603027344,43.69613165396576,42.49518088969185,43.445383692194284,9688600
1999-03-12,42.284034729003906,43.207843228077024,41.9409058579196,43.181448699532076,8743600
1999-03-15,43.4981803894043,43.55096944327493,42.15205951570307,42.60076647360348,6369000
1999-03-16,43.86770248413086,44.05246416727702,43.20783933003744,43.6829408009847,4905800
1999-03-17,43.550987243652344,43.9205107717803,43.41901455503521,43.86772169633345,3965000
1999-03-18,44.39559555053711,44.421990078212815,43.48498434572526,43.49818160956311,4848400
1999-03-19,43.260616302490234,44.9762600240655,43.23422178369677,44.9762600240655,7160400
1999-03-22,42.73273468017578,43.550964930382975,42.65355110757508,43.44538683358205,5024800
1999-03-23,41.2282600402832,42.65356480480004,41.14907644225449,42.495197608742615,10962400
1999-03-24,42.627140045166016,42.653534559125866,40.964285665695144,41.59775400073166,8447000
1999-03-25,44.18442916870117,44.18442916870117,43.003274326825796,43.28701543409195,8133800
1999-03-26,43.709327697753906,44.316401693556045,43.52456604685761,43.814905783980365,8256200
1999-03-29,45.29301071166992,45.319405240056675,43.97328429233222,44.23722957619976,5113800
1999-03-30,44.97625732421875,45.60972573723592,44.79149570375541,45.24020249630924,4940600
1999-03-31,44.31641387939453,45.76811296418709,44.18444123532248,45.71532390655827,8256600
1999-04-01,45.24021530151367,45.66252769639361,44.501168610473776,45.60973864703362,8715800
1999-04-05,46.87668991088867,46.94267624240738,45.68893594355197,45.9726771690824,5697200
1999-04-06,46.96905517578125,47.48374839068866,46.427967437032436,46.823885294653515,7522400
1999-04-07,46.48076629638672,47.5101529434958,45.4777741786907,47.40457482584358,11923600
1999-04-08,46.85026931762695,47.07462271999306,45.451359867579505,46.40156251289475,7952400
1999-04-09,47.14060592651367,47.24618399129869,46.6391101187848,46.77108269976608,4946800
1999-04-12,46.82386779785156,47.14060196559351,45.9792433505397,46.03203237849669,10934000
1999-04-13,46.1904182434082,47.21980470711844,45.82089489746094,47.11422660827637,9962200
1999-04-14,44.60674285888672,46.823882740630204,44.34939626547006,46.771093695826785,21253800
1999-04-15,45.21382522583008,45.286410175842356,43.18144662548629,44.76511826211782,17650600
1999-04-16,43.89409255981445,45.10824064024227,43.6565418484264,45.10824064024227,17274000
1999-04-19,41.83534240722656,44.553979800251376,41.39323389913757,44.18445627110238,19460600
1999-04-20,42.785545349121094,43.12867433711528,41.254662171916266,41.650580234986485,17413600
1999-04-21,44.897064208984375,44.92345872057108,42.60074170094108,43.18142095584858,10940400
1999-04-22,46.11122131347656,46.2431938988042,45.022447484523546,45.319385801510734,13630600
1999-04-23,46.718318939208984,47.06144783537267,45.39859241550252,45.873693964036846,7064400
1999-04-26,47.793861389160156,48.14358866427067,46.88325074830635,47.03501918844865,5421000
1999-04-27,47.06145095825195,48.381177569532156,46.46097535011946,48.14362677950172,16482800
1999-04-28,45.45136642456055,46.82388155468665,45.24680888112829,46.66551442428748,7676800
1999-04-29,45.081851959228516,45.50416438975993,44.13164899053283,45.24021912067779,19148200
1999-04-30,45.372169494628906,45.95284880171549,43.762104143161565,45.715298176089156,15295200
1999-05-03,45.13465118408203,45.42499104550011,44.37580836446662,45.24022931550679,11109800
1999-05-04,44.42197799682617,45.926465665167875,44.15803279185394,45.21381361174286,15428400
1999-05-05,45.76811218261719,45.76811218261719,43.10226481788573,44.4483857644333,12642600
1999-05-06,44.105255126953125,45.74171581987419,43.68294269007027,45.34579791029651,15173400
1999-05-07,44.73871612548828,44.87068873942778,43.55096260003284,44.50116542039719,16430400
1999-05-10,45.18742370605469,45.49096072277176,44.50116610304218,45.02905656689796,10604200
1999-05-11,45.90007400512695,46.13762470440593,45.29299999585845,45.55694521727954,8800800
1999-05-12,46.85026931762695,47.008636425179496,44.76510240151849,46.111222815715095,12507400
1999-05-13,45.97926330566406,47.298989577353616,45.76810710219374,47.21980600105225,9864000
1999-05-14,45.10824203491211,45.609737996681176,44.765113218964856,45.081847510608476,12205400
1999-05-17,45.91986846923828,46.058439706176635,44.270210886638836,44.71231911877548,9906800
1999-05-18,45.71529769897461,46.13760991790278,45.18740742531439,45.87366478107267,9267800
1999-05-19,46.348785400390625,46.37517992510611,45.18742631290931,45.90007848022739,7985600
1999-05-20,45.07522964477539,46.44774432287718,45.00264473391424,46.44774432287718,5997200
1999-05-21,44.65953826904297,45.34579594930013,44.421987533569336,45.213823318481445,10958600
1999-05-24,43.524559020996094,44.81789036849689,43.234219330740814,44.73870681660909,9569800
1999-05-25,42.09927749633789,44.10526187860854,41.91451577691823,43.47179312631255,17771200
1999-05-26,43.27381896972656,43.44538336332414,41.33382159596938,42.65354770056611,26772000
1999-05-27,43.23423767089844,43.86110772259797,42.54797993009053,43.102265028435376,23334800
1999-05-28,43.946895599365234,44.184446386388835,42.94390338748783,43.49818855720955,12969800
1999-06-01,42.97029113769531,44.07886130218131,42.7327403881626,43.86770508037445,6960200
1999-06-02,43.696128845214844,43.920482270273325,41.86830829400304,42.94388500825403,11996600
1999-06-03,43.075862884521484,44.02606574226829,42.811917646258486,44.02606574226829,11147800
1999-06-04,44.39559555053711,44.54736408467242,43.39260349886029,43.39260349886029,12987200
1999-06-07,45.31939697265625,45.60313810105232,44.606744836219605,44.705724299613586,11491800
1999-06-08,44.18442916870117,45.636127857039625,43.95347710464733,45.424971684190396,8134800
1999-06-09,44.923492431640625,45.04886645575948,44.316418209591426,44.34281274098487,8384400
1999-06-10,44.408775329589844,44.71231227835078,43.87428635459775,44.44836710551518,9392400
